"race_group","stationid","station_avg_st","station_avg_bt","station_catch"
"Rex sole","182-125",10.65,5.3,3.348
"Rex sole","182-127",11.6,5.2,0.68
"Rex sole","182-128",8.85,4.7,3.178
"Rex sole","182-129",9.4,5.4,12.73
"Rex sole","182-83",8.8,4.5,19.8
"Rex sole","182-84",9.7,5.03333333333333,33.562
"Rex sole","182-85",8.65,4.5,30.894
"Rex sole","182-86",9.5,6.3,11.72
"Rex sole","182-87",9.6,5.3,4.8
"Rex sole","182-88",9.73333333333333,5.5,98.123
"Rex sole","182-93",7.8,7.7,0.086
"Rex sole","183-108",10.4,8.2,1.26
"Rex sole","183-110",10,7.5,0.711
"Rex sole","183-111",8.8,5.1,0.398
"Rex sole","183-113",8.6,5.06666666666667,116.27
"Rex sole","183-114",12.2,4.9,2.948
"Rex sole","183-115",7.4,5.2,7.6
"Rex sole","183-119",9.2,4.4,45.1
"Rex sole","183-120",10.6,5,22.77
"Rex sole","183-121",11,5.6,0.822
"Rex sole","183-123",9.35,5.25,6.82
"Rex sole","183-125",8.3,4.9,1.668
"Rex sole","183-130",10.6,5.41666666666667,52.448
"Rex sole","183-85",9.13333333333333,4.26666666666667,129.08
"Rex sole","183-86",8.6,4.7,65.3
"Rex sole","183-88",8.75,5.1,33.482
"Rex sole","183-89",12.2,5.8,5.07
"Rex sole","184-108",10.1,8.7,2.362
"Rex sole","184-112",8.5,5.4,0.456
"Rex sole","184-115",8.8,5.6,0.526
"Rex sole","184-117",9.3,7.45,0.956
"Rex sole","184-118",11.05,8.3,0.325
"Rex sole","184-119",9.475,8,10.858
"Rex sole","184-120",10.35,6.2,35.66
"Rex sole","184-121",9.35,5.05,44.16
"Rex sole","184-122",8.8,4.7,0.9
"Rex sole","184-123",9.3,4,1.592
"Rex sole","184-125",9.2,5,0.13
"Rex sole","184-127",9.2,5,2.92
"Rex sole","184-131",9.3,5.475,7.382
"Rex sole","184-88",11.8,4.8,0.398
"Rex sole","184-91",8.9,6,0.894
"Rex sole","185-115",9.23333333333333,7.23333333333333,7.744
"Rex sole","185-116",8.7,6.6,1.054
"Rex sole","185-122",9.2,4.45,19.7
"Rex sole","185-123",10.95,5.55,6.95
"Rex sole","185-129",9.8,5.45,3.084
"Rex sole","185-87",8.33333333333333,4.13333333333333,10.682
"Rex sole","185-88",10.76,4.72,90.094
"Rex sole","185-89",8,4.9,19.19
"Rex sole","185-92",11.1,6.8,5.29
"Rex sole","186-106",9.6,8.6,0.35
"Rex sole","186-115",9.85,7.65,1.442
"Rex sole","186-123",11.6,5.9,1.56
"Rex sole","186-125",6.6,4.3,0.046
"Rex sole","186-126",9.2,5.4,0.602
"Rex sole","186-127",9.4,5,0.032
"Rex sole","186-128",12.8,4.8,1.27
"Rex sole","186-129",10,5.5,2.4
"Rex sole","186-130",10.6,5.9,1.01
"Rex sole","186-132",9.8,6.7,0.778
"Rex sole","186-87",8.9,4.1,6.55
"Rex sole","186-88",9.2,4.525,83.3
"Rex sole","186-89",9,5.33333333333333,15.06
"Rex sole","186-90",9.2,5.4,14.42
"Rex sole","186-92",9.85,5.85,33.735
"Rex sole","187-124",8.6,4.9,3.34
"Rex sole","187-130",8.4,5.2,0.202
"Rex sole","187-132",10.4,5.6,5.202
"Rex sole","187-87",9.75,3.95,1.68
"Rex sole","187-88",8.975,4.6,35.5
"Rex sole","187-89",8.93333333333333,4.83333333333333,36.624
"Rex sole","187-90",7.8,4.7,6.78
"Rex sole","187-91",7.5,5.5,8.67
"Rex sole","187-92",9.3,5.4,9.37
"Rex sole","187-93",7.8,4.9,52.864
"Rex sole","187-94",9.7,6.4,4.6
"Rex sole","188-106",7.65,5.95,0.464
"Rex sole","188-107",8.2,5.9,1.06
"Rex sole","188-124",9.3,4.5,14.392
"Rex sole","188-126",11.7,5.15,3.973
"Rex sole","188-128",10.9,5.3,0.07
"Rex sole","188-129",9.6,5,5.02
"Rex sole","188-132",8.6,5.5,1.44
"Rex sole","188-133",11.7,6.7,0.918
"Rex sole","188-135",8.7,5.4,13.4
"Rex sole","188-89",8.66666666666667,5.1,16.746
"Rex sole","188-90",10,5.4,30.44
"Rex sole","188-91",9.4,5.34,128.781
"Rex sole","188-94",9.28,5.6,409.815
"Rex sole","189-105",7.36666666666667,6.6,1.532
"Rex sole","189-106",10.7666666666667,7.73333333333333,0.412
"Rex sole","189-108",10.5,9.4,0.062
"Rex sole","189-125",10.2666666666667,5.53333333333333,14.38
"Rex sole","189-126",9.4,5.4,11.48
"Rex sole","189-127",11.9,5,1.361
"Rex sole","189-131",12.6,5.1,0.68
"Rex sole","189-132",9.4,5.4,1.66
"Rex sole","189-134",10.7,5.4,5.016
"Rex sole","189-135",10,4.8,3.24
"Rex sole","189-89",9.7,5.3,3.64
"Rex sole","189-90",9.8,5.7,12.1
"Rex sole","189-91",7.95,5.25,27.56
"Rex sole","189-93",8.2,4.7,58.688
"Rex sole","189-95",9.6,5.9,69.8
"Rex sole","189-96",8.76666666666667,5.63333333333333,76.85
"Rex sole","190-105",7.35,6.15,0.638
"Rex sole","190-107",7.5,7,0.176
"Rex sole","190-126",10.15,5.25,12.802
"Rex sole","190-131",9.8,4.2,1.76
"Rex sole","190-88",8,4.9,1.28
"Rex sole","190-89",8.7,5.1,13.28
"Rex sole","190-93",9.4,5.5,344.924
"Rex sole","190-96",8.3,5.95,94.446
"Rex sole","191-105",9.46,8.04,1.957
"Rex sole","191-107",8.55,6.2,0.376
"Rex sole","191-127",10.15,5,19.97
"Rex sole","191-131",12,5,1.361
"Rex sole","191-139",6.7,3.6,0.694
"Rex sole","191-85",7.7,4.2,11.31
"Rex sole","191-86",8.95,5.05,21.36
"Rex sole","191-88",9.85,6.1,2.06
"Rex sole","191-89",8.98,5.36,240.96
"Rex sole","191-90",9.45,6.05,2.562
"Rex sole","191-91",10.2,5.6,30.3
"Rex sole","191-92",11.1,5.7,2.22
"Rex sole","191-93",9.5,5.15,285.562
"Rex sole","191-94",8.725,5.35,275.185
"Rex sole","192-106",9.3,6.9,0.15
"Rex sole","192-107",7.1,6.9,0.12
"Rex sole","192-108",9.26666666666667,6.16666666666667,0.27
"Rex sole","192-127",9.6,4.9,3.9
"Rex sole","192-128",13.5,4.7,9.072
"Rex sole","192-130",11.6,5.6,0.08
"Rex sole","192-134",8.8,5.4,0.94
"Rex sole","192-135",10.2,5.25,9.774
"Rex sole","192-140",9.2,7,12.61
"Rex sole","192-85",9.55,3.9,3.202
"Rex sole","192-86",12.2,5.3,59.874
"Rex sole","192-90",9.93333333333333,5.73333333333333,75.093
"Rex sole","192-91",9,5.35,53.56
"Rex sole","192-93",8.8,5.25,229.48
"Rex sole","192-94",10.3,5.25,217.132
"Rex sole","192-95",9.6,5.55,180.948
"Rex sole","192-98",8.7,7.2,1.32
"Rex sole","193-108",9.9,5.3,0.172
"Rex sole","193-109",10.6,4,0.368
"Rex sole","193-126",12.4,6,59.647
"Rex sole","193-127",9,5.65,9.806
"Rex sole","193-132",10.9,5.4,0.56
"Rex sole","193-138",10.35,6.3,4.718
"Rex sole","193-139",10.1,7.15,11.24
"Rex sole","193-140",8.9,6,0.474
"Rex sole","193-86",10.125,3.975,4.48
"Rex sole","193-87",10.05,5.3,3.69
"Rex sole","193-89",11.5,5.3,2.828
"Rex sole","193-90",11.75,5.75,127.66
"Rex sole","193-92",9.5,5,207.132
"Rex sole","193-93",9.5,5.3,25.447
"Rex sole","193-95",9.6,5.2,137.83
"Rex sole","193-96",9.25,5.7,0.756
"Rex sole","194-109",8.8,5.7,0.378
"Rex sole","194-111",9,0.8,0.028
"Rex sole","194-129",10.2,4.4,9.71
"Rex sole","194-131",9.65,5.55,11.01
"Rex sole","194-135",10.1,4.9,0.01
"Rex sole","194-137",10.6,6,0.92
"Rex sole","194-139",9.8,6.25,21.099
"Rex sole","194-141",10.2,6.8,0.242
"Rex sole","194-89",8.15,5.35,3.232
"Rex sole","194-90",9.5,5.4,27.37
"Rex sole","194-91",10.45,5.4,40.59
"Rex sole","194-92",10.65,4.95,57.74
"Rex sole","194-94",10.8,5.6,3.52
"Rex sole","194-99",8.1,6.7,0.668
"Rex sole","195-103",10.3,6,1.92
"Rex sole","195-113",9.1,0.8,0.06
"Rex sole","195-122",9.6,5.7,4.64
"Rex sole","195-123",9.15,4.8,7.38
"Rex sole","195-124",9.8,5.8,7.26
"Rex sole","195-125",12.9,6.2,0.932
"Rex sole","195-129",10.6,6.2,13.3
"Rex sole","195-130",10.1,6,16.42
"Rex sole","195-131",11.6,5.8,0.6
"Rex sole","195-141",10.8,8.2,1.32
"Rex sole","195-142",11.65,7.4,2.361
"Rex sole","195-86",9.8,4.2,16.7
"Rex sole","195-87",9.86666666666667,4.83333333333333,11.482
"Rex sole","195-88",6.9,5.5,8.4
"Rex sole","195-90",10.2,5.1,18.99
"Rex sole","195-91",10.1,4.8,9.7
"Rex sole","195-92",11.1,5.76666666666667,19.997
"Rex sole","195-93",8.4,4.9,7.32
"Rex sole","195-96",7.4,5,0.638
"Rex sole","195-97",9.1,6.1,0.4
"Rex sole","196-102",8.4,7.5,0.436
"Rex sole","196-103",9.2,5.1,9.62
"Rex sole","196-113",9.7,2.1,0.008
"Rex sole","196-133",9.9,5.3,7.088
"Rex sole","196-134",8.2,4.85,2.854
"Rex sole","196-136",8.7,5,0.076
"Rex sole","196-138",10.7,5.4,0.49
"Rex sole","196-140",11.1,5.7,0.472
"Rex sole","196-141",9.3,5.4,0.948
"Rex sole","196-142",10.5,6.3,0.876
"Rex sole","196-86",9.95,5.1,39.488
"Rex sole","196-87",10.125,5.475,18.346
"Rex sole","196-88",9.3,5.6,0.72
"Rex sole","196-89",9.95,5.8,19.757
"Rex sole","196-90",12.8,5.2,17.608
"Rex sole","196-91",10.4,4.6,19.04
"Rex sole","196-92",9.83333333333333,5.1,26.93
"Rex sole","196-98",8.8,4.9,0.465
"Rex sole","197-102",9.6,6.2,1.16
"Rex sole","197-103",8.2,5.5,1.47
"Rex sole","197-106",9.8,5.4,0.104
"Rex sole","197-132",9.8,5.5,96.83
"Rex sole","197-133",10,4.9,3.83
"Rex sole","197-134",9.8,5,0.924
"Rex sole","197-137",9.6,5.2,4.676
"Rex sole","197-140",9.3,5.4,1.334
"Rex sole","197-141",8.7,5.1,0.438
"Rex sole","197-144",9.2,7.6,3.07
"Rex sole","197-86",11.5,5.4,10.48
"Rex sole","197-88",8.3,5.7,1.92
"Rex sole","197-89",10.1,4.8,6.45
"Rex sole","197-90",8.95,5.55,96.672
"Rex sole","197-91",9.5,4.75,23.28
"Rex sole","197-92",10.075,5.15,43.496
"Rex sole","197-99",9.5,5.83333333333333,1.624
"Rex sole","198-132",9.5,5.8,24.38
"Rex sole","198-136",10.25,5.25,9.016
"Rex sole","198-137",11,5.8,4.63
"Rex sole","198-138",10.7,5.9,3.46
"Rex sole","198-140",11.2,5.9,0.158
"Rex sole","198-142",11.3666666666667,5.26666666666667,5.85
"Rex sole","198-144",7.5,7.2,0.437
"Rex sole","198-86",9.7,4.5,21.69
"Rex sole","198-87",10.2,5.7,0.58
"Rex sole","198-91",9.6,4.6,5.56
"Rex sole","198-92",10.2,5.4,22.72
"Rex sole","198-93",9.85,5.4,2.07
"Rex sole","198-99",10.8,5.5,44.4
"Rex sole","199-101",10.5,4,7.796
"Rex sole","199-102",10.4,4.5,12.75
"Rex sole","199-103",10.25,4.5,5.374
"Rex sole","199-104",9.85,4.35,0.394
"Rex sole","199-105",9.85,5.7,47.62
"Rex sole","199-112",9.6,4.4,1.13
"Rex sole","199-132",8.6,4.85,0.076
"Rex sole","199-133",11,4.5,0.8
"Rex sole","199-134",10.1,4.9,11.2
"Rex sole","199-139",9.4,4.8,0.116
"Rex sole","199-86",9.5,4.4,0.944
"Rex sole","199-89",11.9,5.4,0.68
"Rex sole","199-91",11.9,5.3,5.897
"Rex sole","199-92",12.1,6.1,3.175
"Rex sole","199-99",10.325,5.55,197.91
"Rex sole","2-3",5.2,4.6,38.568
"Rex sole","2-7",6.1,4.8,0.402
"Rex sole","20-17",7.1,5.2,1.361
"Rex sole","20-18",7.2,6,2.58
"Rex sole","200-100",10.6,5.9,31.8
"Rex sole","200-101",10.05,5.4,7.79
"Rex sole","200-102",10.6,3.8,2.34
"Rex sole","200-103",10.1,6.2,3.01
"Rex sole","200-108",10.5333333333333,5.36666666666667,114.097
"Rex sole","200-109",11.05,6.4,6.463
"Rex sole","200-110",11.8,5.825,81.8
"Rex sole","200-111",12.3,6.9,36.33
"Rex sole","200-112",9.75,5.25,5.042
"Rex sole","200-114",10.8,5.5,5.31
"Rex sole","200-128",9.1,5.8,1.45
"Rex sole","200-129",11.5,4.1,0.836
"Rex sole","200-133",8.95,5.2,16.997
"Rex sole","200-134",12,5.4,17.69
"Rex sole","200-135",11.1,5.9,0.768
"Rex sole","200-136",10.2,5.6,3.6
"Rex sole","200-137",10.3,4.7,0.5
"Rex sole","200-138",10.65,4.7,1.683
"Rex sole","200-139",12,5.9,0.686
"Rex sole","200-142",10.25,5.55,3.534
"Rex sole","200-146",9.2,7.6,0.5
"Rex sole","200-156",10.6,9.1,0.394
"Rex sole","200-88",10.45,4.3,20.53
"Rex sole","200-89",9.6,4.5,61.16
"Rex sole","200-90",10.9,4.5,0.64
"Rex sole","200-91",10.3,4.3,21.12
"Rex sole","200-92",10.45,5.65,43.85
"Rex sole","200-93",9.75,5.2,30.314
"Rex sole","201-100",11.3666666666667,6.1,4.03
"Rex sole","201-101",10.7,6.45,18.98
"Rex sole","201-102",10.1,5.8,3.06
"Rex sole","201-108",10.5,5.55,3.38
"Rex sole","201-110",9.45,5.9,47.495
"Rex sole","201-111",10,6.3,0.044
"Rex sole","201-112",9.7,5.25,43.75
"Rex sole","201-113",8.6,5.05,4
"Rex sole","201-114",7.1,4.5,4
"Rex sole","201-140",11.1,5.9,3.26
"Rex sole","201-141",11.5,5.9,0.106
"Rex sole","201-144",12.15,5.55,11.492
"Rex sole","201-146",9.5,6.75,1.21
"Rex sole","201-156",10.8,8.6,0.21
"Rex sole","201-165",10.2,10.2,0.146
"Rex sole","201-91",8.8,4.35,3.62
"Rex sole","201-92",9.43333333333333,5.26666666666667,27.457
"Rex sole","202-100",9.9,5.25,11.26
"Rex sole","202-101",9.75,5.7,73.266
"Rex sole","202-102",11.5,4.55,12.084
"Rex sole","202-104",10.55,5.3,44.106
"Rex sole","202-105",10.6666666666667,4.7,22.03
"Rex sole","202-106",11.15,4.85,12.014
"Rex sole","202-108",11.3,5.6,14.5
"Rex sole","202-114",11.9,7.3,25.2
"Rex sole","202-131",10.9,5.4,1.76
"Rex sole","202-133",7.9,6,27.06
"Rex sole","202-137",7.4,4.3,6.03
"Rex sole","202-138",10.1,4.6,7.303
"Rex sole","202-143",11.2,4.8,0.194
"Rex sole","202-145",9.7,6.2,3.24
"Rex sole","202-93",9.7,5.2,67.24
"Rex sole","202-94",8.8,5.2,58.184
"Rex sole","202-99",10.3,7.5,0.224
"Rex sole","203-101",6.1,4.9,134.5
"Rex sole","203-102",10.15,5.45,19.209
"Rex sole","203-103",10.3333333333333,4.36666666666667,26.884
"Rex sole","203-106",8.9,4,2.82
"Rex sole","203-107",9.76666666666667,5.1,9.616
"Rex sole","203-108",9.8,5.23333333333333,59.76
"Rex sole","203-133",10.2,7.75,0.3
"Rex sole","203-136",9.95,6.1,0.072
"Rex sole","203-137",10.7,5.7,47.66
"Rex sole","203-140",10.2,5.05,3.008
"Rex sole","203-141",12.6,6,1.23
"Rex sole","203-143",8.6,4.5,0.13
"Rex sole","203-153",12.8,6.1,0.136
"Rex sole","203-154",11.6,7,1.56
"Rex sole","203-155",7.6,6.6,0.778
"Rex sole","203-156",8,6.6,0.95
"Rex sole","203-158",13.3,9.1,0.363
"Rex sole","203-164",9.4,8.8,0.066
"Rex sole","203-99",9.1,6.6,0.112
"Rex sole","204-101",11.8,5.2,27.34
"Rex sole","204-103",11.1,3.6,14.8
"Rex sole","204-104",11,4.4,30.722
"Rex sole","204-105",11,5.35,14.962
"Rex sole","204-110",8.1,6.8,1.1
"Rex sole","204-137",7.1,4.8,9.105
"Rex sole","204-139",11.3666666666667,5.66666666666667,18.787
"Rex sole","204-143",7.5,4.7,0.394
"Rex sole","204-147",7.9,5.3,0.528
"Rex sole","204-151",9.9,4.8,0.672
"Rex sole","204-154",11.6,6.6,2.9
"Rex sole","204-166",9.9,9.8,0.172
"Rex sole","204-94",9.7,4.3,9.5
"Rex sole","204-95",9.25,5.05,112.452
"Rex sole","205-100",10.2,5.85,72.1
"Rex sole","205-102",12.7,5.2,9.05
"Rex sole","205-103",10.7,5.45,96.397
"Rex sole","205-104",9.4,4.9,0.854
"Rex sole","205-109",9.8,4.6,55.36
"Rex sole","205-110",9.975,6.4,234.778
"Rex sole","205-111",10.3333333333333,6.93333333333333,5.22
"Rex sole","205-134",9.6,5.9,0.004
"Rex sole","205-137",9.7,6.4,1.474
"Rex sole","205-138",11.15,7.15,2.062
"Rex sole","205-139",10.1333333333333,5.86666666666667,23.294
"Rex sole","205-140",11.3,6.3,5.18
"Rex sole","205-142",9.1,5.4,0.064
"Rex sole","205-144",10.2,4.6,0.884
"Rex sole","205-146",9.75,6.15,2.25
"Rex sole","205-148",11.4,5.63333333333333,3.711
"Rex sole","205-151",10.4,6,0.635
"Rex sole","205-155",13,5.9,1.134
"Rex sole","205-156",7.8,6.5,7.36
"Rex sole","205-161",8.3,7.1,0.794
"Rex sole","205-164",8.7,8.4,1.552
"Rex sole","205-95",9.33333333333333,5.66666666666667,628.646
"Rex sole","206-100",10.9333333333333,6,14.44
"Rex sole","206-101",8.9,6.4,0.672
"Rex sole","206-104",11.9,6.4,1.72
"Rex sole","206-109",10.8,5.6,27.83
"Rex sole","206-115",10.35,6.05,22.876
"Rex sole","206-117",9.4,5.3,1.536
"Rex sole","206-144",10.8,4.6,0.136
"Rex sole","206-152",9.7,4.8,0.396
"Rex sole","206-162",11.7,8.9,1.1
"Rex sole","206-99",10.3,7.1,0.944
"Rex sole","207-100",9.85,5.35,5.286
"Rex sole","207-101",10.4,5.2,3.382
"Rex sole","207-109",10.6,5.2,54.86
"Rex sole","207-110",8.05,5.25,72.06
"Rex sole","207-111",10.4,7.6,0.756
"Rex sole","207-115",9.45,5.95,42.29
"Rex sole","207-116",6.9,6.4,2
"Rex sole","207-141",12.4,8.2,0.37
"Rex sole","207-148",11,6.5,8.932
"Rex sole","207-150",10.3,5.1,3.48
"Rex sole","207-152",11.6,6.3,0.5
"Rex sole","207-153",10.65,6.3,2.384
"Rex sole","207-157",10.4,7.4,0.766
"Rex sole","208-108",10.9,5.43333333333333,48.924
"Rex sole","208-109",11.1,5.1,190.496
"Rex sole","208-110",11.3,6.5,16.71
"Rex sole","208-111",10,5.56666666666667,20.624
"Rex sole","208-116",9.3,6.1,49.12
"Rex sole","208-130",6.4,6.2,0.036
"Rex sole","208-144",10.8,4.7,0.8
"Rex sole","208-149",9.9,6.05,9.72
"Rex sole","208-151",10.1,6.2,2.794
"Rex sole","208-152",9.3,5.2,5.32
"Rex sole","208-156",10.15,6.15,6.27
"Rex sole","208-166",9.1,9.1,0.992
"Rex sole","208-170",9.7,9.6,0.038
"Rex sole","208-96",9.6,5.5,445.57
"Rex sole","209-104",12.1,7.2,0.62
"Rex sole","209-107",10.5,6.6,16.744
"Rex sole","209-108",11,5.8,178.489
"Rex sole","209-109",11.1,5.6,0.516
"Rex sole","209-110",10.2,5.5,12.33
"Rex sole","209-112",9.5,5.7,0.37
"Rex sole","209-113",10,5.5,3.026
"Rex sole","209-114",9.8,5.55,30.893
"Rex sole","209-115",9.5,5.15,70.077
"Rex sole","209-116",7.7,5.7,129.338
"Rex sole","209-130",8.7,7.5,9.56
"Rex sole","209-147",8.7,5.6,1.3
"Rex sole","209-148",10.5,5.45,9.98
"Rex sole","209-152",12,5.2,18.37
"Rex sole","209-153",11.4,5.3,29.03
"Rex sole","209-157",9.93333333333333,6.4,0.97
"Rex sole","209-158",10,7.3,1.128
"Rex sole","209-160",11.3,7.2,0.27
"Rex sole","209-95",11.2666666666667,4.5,19.356
"Rex sole","209-96",8.75,5.15,37.88
"Rex sole","21-14",5.9,4.85,14.59
"Rex sole","21-19",5.2,4.4,3.48
"Rex sole","21-20",5.25,4.6,0.864
"Rex sole","210-101",12.6,6.2,8.18
"Rex sole","210-102",12,5.55,487.031
"Rex sole","210-103",10.3333333333333,6,502.462
"Rex sole","210-104",10.25,6.2,7.942
"Rex sole","210-107",12.3,6.3,10.3
"Rex sole","210-109",9.3,4.8,6.33
"Rex sole","210-112",10.7666666666667,5.66666666666667,3.28
"Rex sole","210-113",11.1,5.6,1.132
"Rex sole","210-115",10.5,5.7,0.228
"Rex sole","210-132",7.3,5.825,9.734
"Rex sole","210-143",10.9,7,4.716
"Rex sole","210-146",10.55,6.6,0.522
"Rex sole","210-147",8.3,4.8,5.08
"Rex sole","210-149",9.9,6,12.742
"Rex sole","210-150",7.4,4.7,1.354
"Rex sole","210-151",9.9,5.5,4.34
"Rex sole","210-152",7,5.1,9.63
"Rex sole","210-153",7.8,5.2,26.76
"Rex sole","210-156",8.5,5.9,3.42
"Rex sole","210-97",8.45,5.55,52.16
"Rex sole","210-98",10.05,5.3,23.34
"Rex sole","210-99",10.55,6.05,13.994
"Rex sole","211-101",11.8,5.9,12.78
"Rex sole","211-102",10.5,5.525,93.058
"Rex sole","211-103",11.1,4.9,239.735
"Rex sole","211-104",10,5.2,49.04
"Rex sole","211-105",10.9666666666667,5.6,41.772
"Rex sole","211-106",9.5,5.5,5.1
"Rex sole","211-107",10.8,4.9,5.89
"Rex sole","211-108",11.8,5.85,1.508
"Rex sole","211-109",10.7,5.1,2.648
"Rex sole","211-110",11.05,5.6,0.53
"Rex sole","211-112",11.9,5.7,1.588
"Rex sole","211-113",9.5,5.3,20.8
"Rex sole","211-115",9.4,5.75,114.244
"Rex sole","211-116",8.9,6.35,27.36
"Rex sole","211-117",8.85,5.95,55.55
"Rex sole","211-118",11.4,7.2,0.814
"Rex sole","211-119",6.6,5.1,0.08
"Rex sole","211-132",9.725,6.125,66.372
"Rex sole","211-133",9.1,6.1,32.71
"Rex sole","211-135",9.6,3.8,0.108
"Rex sole","211-136",10.4,3.9,0.614
"Rex sole","211-147",9.6,5.6,4.44
"Rex sole","211-154",9.1,6,8.908
"Rex sole","211-155",13.4,5.6,1.361
"Rex sole","211-98",8.7,5.1,43.346
"Rex sole","212-100",11.3,5.16666666666667,12.61
"Rex sole","212-101",10.2333333333333,5.33333333333333,1.624
"Rex sole","212-103",11.7,5.8,2.34
"Rex sole","212-104",9.4,5.4,15.512
"Rex sole","212-105",8.5,5.6,0.88
"Rex sole","212-108",11.6,5.8,1.1
"Rex sole","212-109",11,5.7,43.86
"Rex sole","212-112",11.05,5.25,19.018
"Rex sole","212-113",10.6,5.65,10.138
"Rex sole","212-114",10.8,6.3,196.93
"Rex sole","212-118",11.2,7.9,6.541
"Rex sole","212-119",7.4,5.8,3.108
"Rex sole","212-132",9.4,7.7,29.71
"Rex sole","212-133",10.55,6.7,33.134
"Rex sole","212-134",10.95,6.45,23.01
"Rex sole","212-149",10.4,6.8,8.362
"Rex sole","212-152",7.3,5.8,0.444
"Rex sole","212-154",9.1,6.7,8.9
"Rex sole","212-169",9.7,9.2,0.082
"Rex sole","212-97",7.8,4.7,9.5
"Rex sole","212-99",10.1,4.76666666666667,92.194
"Rex sole","213-100",10.2333333333333,4.86666666666667,93.998
"Rex sole","213-101",9.95,5.95,23.3
"Rex sole","213-103",10.7,6.2,4.26
"Rex sole","213-106",10.45,5.6,1.188
"Rex sole","213-107",11.6,5.8,8.33
"Rex sole","213-108",10.8,4.9,113.18
"Rex sole","213-109",10.9,4.9,21.34
"Rex sole","213-112",9.1,5.7,109.654
"Rex sole","213-113",11.2,5.7,38.8
"Rex sole","213-114",9.9,5.7,9.22
"Rex sole","213-124",9.7,8.2,0.22
"Rex sole","213-127",7.4,5.6,0.648
"Rex sole","213-133",8.7,5.4,2.284
"Rex sole","213-134",8.3,5.6,2.33
"Rex sole","213-141",9.775,7.5,20.936
"Rex sole","213-142",9.56666666666667,7.4,7.772
"Rex sole","213-143",8.25,7,4.498
"Rex sole","213-151",10,6.05,3.518
"Rex sole","213-153",8.95,6.35,16.845
"Rex sole","214-100",10.15,4.8,293.356
"Rex sole","214-101",9.15,5.6,2.555
"Rex sole","214-105",9.35,5.25,69.366
"Rex sole","214-106",12.5,6.3,6.44
"Rex sole","214-111",8.9,6.1,0.34
"Rex sole","214-115",10.4,6.6,0.672
"Rex sole","214-125",9.3,5.56666666666667,5.992
"Rex sole","214-126",9.5,6.16,35.51
"Rex sole","214-127",8.9,6.95,12.6
"Rex sole","214-130",9.3,6.5,9.66
"Rex sole","214-98",10.3,4.3,14.6
"Rex sole","214-99",7.8,4.5,25.4
"Rex sole","215-106",8.8,5.3,12.47
"Rex sole","215-128",9.1,7.6,0.166
"Rex sole","215-134",8.1,5.5,4.34
"Rex sole","215-135",10.8,6.2,2.362
"Rex sole","215-136",8.8,5.875,80.449
"Rex sole","215-99",10.3,5,16.39
"Rex sole","216-107",10.7,6.5,2.62
"Rex sole","216-131",11.15,6.6,3.045
"Rex sole","216-133",9.9,7,0.907
"Rex sole","216-134",8.6,5.7,0.45
"Rex sole","216-135",7.7,7.5,0.688
"Rex sole","216-136",8.1,7.8,0.78
"Rex sole","216-138",9.3,5.8,0.226
"Rex sole","216-148",10,7.6,1.42
"Rex sole","216-149",9.3,6.7,0.92
"Rex sole","217-100",11.5,6.1,1.384
"Rex sole","217-106",9.63333333333333,5.3,4.996
"Rex sole","217-107",10.7,5,20.49
"Rex sole","217-111",8.6,6.5,0.8
"Rex sole","217-119",9,6.5,0.47
"Rex sole","217-127",10,6.95,98.878
"Rex sole","217-131",8.2,5.5,1.16
"Rex sole","217-132",8.5,5.7,0.28
"Rex sole","217-133",11.65,5.85,3.592
"Rex sole","217-134",8.8,5.9,0.8
"Rex sole","217-135",8.4,7.5,2.08
"Rex sole","217-139",9.15,7.2,3.1
"Rex sole","217-140",9.5,7.4,0.47
"Rex sole","217-142",8.46666666666667,7.31666666666667,14.25
"Rex sole","217-148",12.4,7,6.123
"Rex sole","217-149",9.95,7.3,0.907
"Rex sole","217-150",9.1,5.6,0.574
"Rex sole","217-99",11.1,4.5,10.896
"Rex sole","218-101",10.725,5.85,6.12
"Rex sole","218-107",10.45,6.1,0.538
"Rex sole","218-112",10.5,7.3,0.49
"Rex sole","218-117",9.9,6.3,1.88
"Rex sole","218-121",7.9,6.1,1.27
"Rex sole","218-126",7.9,5.95,76.69
"Rex sole","218-128",9.1,6.63333333333333,4.85
"Rex sole","218-130",8.825,6.025,45.674
"Rex sole","218-133",9.5,6.9,22.14
"Rex sole","218-134",8.2,5.7,3.22
"Rex sole","218-141",8.56666666666667,7.36666666666667,4.124
"Rex sole","218-142",9.5,8.2,0.36
"Rex sole","218-145",10.9,6,4.31
"Rex sole","218-148",9.8,6.8,3.448
"Rex sole","218-149",8.5,5.6,1.164
"Rex sole","218-151",8.9,7.6,0.138
"Rex sole","219-111",8.6,6.4,5.96
"Rex sole","219-112",9.2,6.6,3.56
"Rex sole","219-122",7.5,6,0.538
"Rex sole","219-123",8.3,6.4,237.804
"Rex sole","219-124",8.6,5.8,41.08
"Rex sole","219-129",7.9,6.2,0.348
"Rex sole","219-130",9.65,6.6,45.9
"Rex sole","219-132",11.5,6.65,5.525
"Rex sole","219-135",9.9,7.35,1.552
"Rex sole","219-142",8.3,7,0.448
"Rex sole","219-145",11.7,6.3,9.48
"Rex sole","219-147",11.2,6,0.652
"Rex sole","219-150",11.5,5.8,3.856
"Rex sole","22-15",7.6,5.66666666666667,46.52
